Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,Survey ID,visited_before,how_many_past_visits,What words or phrases on this list do you most associate with George Washington? Select all that apply.,,,,,,,,,,,,,,,,George Washington’s choices and actions affected many people who lived during his time,People living at the same time as George Washington influenced the choices he made,People in the past had the same values and beliefs as people today,George Washington's choices and actions do not affect the world today,The choices and actions of ordinary people from George Washington’s lifetime influenced the world today,George Washington was able to set his emotions aside to make important decisions,People and societies' beliefs and values change over time,Other (please specify),perceptions GW actions,One very important decision George Washington is remembered for was stepping away from the role of president when he could have been elected again.  How do you think George Washington felt when he stepped down as president? Why do you think he felt what way?,Imagine George Washington decided to stay president instead of stepping away from the role of president.  How do you think our world might be different today?  Anything else?,I do not think regular people can do much to make their community a better place,I think public figures can make the world a better place,I am inspired by the actions of regular people from the past to make the world a better place,I am inspired by in the actions of public figures from the past to make the world a better place,[TREATMENT ONLY] What was the highlight of your visit?  Tell me why that was the highlight.,[TREATMENT ONLY] What did you think about or learn at Mount Vernon that is relevant or inspiring to you?,I thought Mount Vernon presented information about the past from many different people's perspectives,I will tell my friends or family about my visit to Mount Vernon,I thought Mount Vernon was boring,I was surprised at how much I didn't know about George Washington and his life,I thought Mount Vernon was fun,I felt frustrated while visiting Mount Vernon,I'm curious to learn more about how George Washington influenced the world today,I felt amazed by Mount Vernon,I learned a lot more about hired workers and enslaved individuals at Mount Vernon than I expected,Visited GW house inside,Visited GW house outside,Visited slave quarters,Visited outbuildings,Visited farm,Visited Museum Ed Center,Saw live animals,Visited gardens orchards,Visited new tomb,Visited slave memorial,Visited Gristmill or Distillery,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,Watched the introductory movie at the Orientation Center,Watched one of the movies in the Museum or Education Center,Ate at the food court,Ate at the food truck,Ate at Mount Vernon Inn restaurant,Visited the shops,Attended a wreath laying or flag raising,Activity cart/discovery station,Hands on History Room,Took a picture of something I thought was interesting,,What is your favorite subject to learn about? Select one:,,Are you part of any clubs or youth organizations?,How old are you?,What state do you live in?,[If VA or MD] what city do you live in? ,Study group,Observed Gender:,Only child in group,Group included child(ren) 0-3,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),Group included child(ren) 11-14,Group included child(ren) 15-17,Day ,Date,Time ,Data Collector:,,Any programs happening?,,Other Notes
1.14E+11,421179304,6/17/2022 16:59,6/17/2022 17:01,73.180.173.48,,SM005,"No, I have not visited before today [skip to Q3]",,President,General,,Farmer,Slave Owner,,,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,I guess kind of free from work and he gets to do what he wants to do instead of paperwork. He wanted to be with his family.,A lot different. Maybe slaves would be different a little. ,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Art: wants to make own comics and TV show when I grow up,Yes,11,SC,,Control (entry),Boy,,Group included child(ren) 0-3,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),,,Weekend day,5/21/2022,Morning,SM,,Yes (please specify),Self guided love/loss slave tour,
1.14E+11,421179304,6/17/2022 16:57,6/17/2022 16:58,73.180.173.48,,SM004,"Yes, I have visited before",1 time,President,,,,,,,,Founder,,,,,,,,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,,Somewhat positive and somewhat negative,Proud of himself because he wanted someone else to be president.,Maybe there would have been more presidents today. ,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science and nature,,No,10,DC,,Control (entry),Boy,,Group included child(ren) 0-3,Group included child(ren) 4-7,,,,Weekend day,5/21/2022,Morning,SM,,Yes (please specify),Self guided love/loss slave tour,
1.14E+11,421179304,6/17/2022 16:54,6/17/2022 16:57,73.180.173.48,,SM003,"No, I have not visited before today [skip to Q3]",,President,,,,,,Leader,,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,"Not sure, like someone else needed to be in charge. He was getting older. ",Choices he made would have been a little longer. ,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,No,11,VA,Stephen's City,Control (entry),Boy,Only child in group,,,,,,Weekend day,5/21/2022,Morning,SM,,Yes (please specify),Self guided love/loss slave tour,
1.14E+11,421179304,6/17/2022 16:52,6/17/2022 16:54,73.180.173.48,,SM002,"Yes, I have visited before",1 time,President,,,,,,,,,,Advocate for religious freedom,,,,,,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,All positive,Happy because he gets to rule the whole world. ,"He would be different, a certain age you die. ",Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,No,7,VA,Arlington,Control (entry),Boy,,Group included child(ren) 0-3,Group included child(ren) 4-7,,,,Weekend day,5/21/2022,Morning,SM,,Yes (please specify),Self guided love/loss slave tour,
1.14E+11,421179304,6/16/2022 15:46,6/16/2022 15:51,73.180.173.48,,LB002,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,Slave Owner,,Leader,Surveyor,,,,Husband/family man,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,,Mostly positive and a little negative,"Calm, because he wanted to step down so others could be president",There would be less presidents because they'd be presidents for longer,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,GW's house 0 it was big and all the leds look nice ,Architecture,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,Visited the Museum or Education Center (where the exhibits with historic objects and movies are),,Visited the gardens and orchards,,,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,Watched the introductory movie at the Orientation Center,,,,,,,Activity cart/discovery station,,,,Math and puzzles,,Yes,11,MO,,Treatment (exit),Boy,,,,,Group included child(ren) 11-14,,Weekday,6/1/2022,Afternoon,LB,,No,,Older brother participated so the participant didn't want to choose the same answer as his brother
1.14E+11,421179304,6/16/2022 15:41,6/16/2022 15:46,73.180.173.48,,LB003,"No, I have not visited before today [skip to Q3]",,,,,,,,Leader,,Founder,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,Mostly positive and a little negative,He felt proud that he was giving other people the chance of being president.,I don't know,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,"The animals, I like animals",Nothing,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",Visited the farm (near the riverfront),,Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,,,,Ate at the food court,,,Visited the shops,,,,Took a picture of something I thought was interesting,,Math and puzzles,,Yes,11,OH,,,Boy,Only child in group,,,,,,Weekday,6/1/2022,Afternoon,LB,,No,,
1.14E+11,421179304,6/16/2022 15:38,6/16/2022 15:41,73.180.173.48,,LB001,"No, I have not visited before today [skip to Q3]",,,General,Soldier,Farmer,,,,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,All positive,He felt he was helping out the people. Not everyone would want the same person multiple times,I have never thought about that,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Being inside at his house - he once lived there!,The way and the conditions slaves had to go through,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,,Visited the farm (near the riverfront),Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,,,,,Ate at Mount Vernon Inn restaurant,Visited the shops,,,Hands on History Room,Took a picture of something I thought was interesting,,History and current events,,No,11,AL,,Treatment (exit),Boy,,,,Group included child(ren) 8-10 (other than interviewee),,,Weekday,6/1/2022,Afternoon,LB,,No,,"Girl in group also participated, I didn't record her answers"
1.14E+11,421179304,6/16/2022 15:33,6/16/2022 15:38,73.180.173.48,,LB004,"No, I have not visited before today [skip to Q3]",,President,,Soldier,Farmer,,,,,Founder,,,,,,,,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,,"A little bit relieved from the pressure, happy to spend more time with his family.",We wouldn't have the impact of another leader similar as it was to when GW was running,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Going to see GW's tomb because they're actually there in front of you,"GW had a mansion but he still was a farmer, farmers don't have a lot of money. He was a farmer inherit (not sure if this is what that last word says)",Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,,Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,Learned about George Washington’s life and family,,Learned about the enslaved and hired people who lived and worked at Mount Vernon,,,,Ate at the food court,,,Visited the shops,,,,Took a picture of something I thought was interesting,,Science and nature,,No,10,TN,,Treatment (exit),Girl,Only child in group,,,,,,Weekday,6/1/2022,Afternoon,LB,,No,,
1.14E+11,421179304,6/15/2022 22:17,6/15/2022 22:22,73.180.173.48,,LG015,"Yes, I have visited before",1 time,President,General,,Farmer,,,Leader,,Founder,Innovator,,,,,,,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,"I think mixed emotions. Happy for people to take office next, sad because wouldn't be in office, honor - he created democracy didnt want to become like a king.","I think that we'd maybe have different presidents, maybe set behind in a way",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Probably seeing the house mr. vernon but I felt like you were bounced back in history,"How a farmer could become a General, how someone from lower class could flash up to a higher class, almost gives you hope",Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,George Washington’s house (went inside),George Washington’s house (viewed from outside),,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,Learned about George Washington’s life and family,,,,,,Ate at the food court,Ate at the food truck,,Visited the shops,,Activity cart/discovery station,,Took a picture of something I thought was interesting,,History and current events,,Yes,7,DC,,Treatment (exit),Boy,Only child in group,,,,,,Weekday,5/30/2022,Afternoon,LG,,No,,
1.14E+11,421179304,6/15/2022 22:08,6/15/2022 22:17,73.180.173.48,,LG014,"No, I have not visited before today [skip to Q3]",,President,,,,,Entrepreneur,Leader,,,,,,,,,,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,,All positive,"I think he felt he was probably fine with it because he knew he had been a good president, and someone else would have the role.",I think we would still have slaves and lit it was in the 1700s but it would still be a good would because GW was a good person,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Probably viewing the house. It was interesting to see where he would have lived and now different from houses now.,Don't just disrespect GW bc he is a wonderful man and did great things when he was president.,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,George Washington’s house (went inside),George Washington’s house (viewed from outside),,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",Visited the farm (near the riverfront),,Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,Learned about George Washington’s life and family,,Learned about the enslaved and hired people who lived and worked at Mount Vernon,,Watched the introductory movie at the Orientation Center,,,Ate at the food truck,,Visited the shops,,,,Took a picture of something I thought was interesting,,Art and culture,,Yes,10,IN,,Treatment (exit),Girl,Only child in group,,,,,,Weekday,5/30/2022,Afternoon,LG,,No,,
1.14E+11,421179304,6/15/2022 18:37,6/15/2022 18:57,73.180.173.48,,LG013,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,Farmer,Slave Owner,,Leader,Surveyor,Founder,Innovator,Advocate for religious freedom,Husband/family man,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,"He felt very strongly , well he felt like he had power he didn't want. He wanted everyone to be happy and hang out with his friends and he was really trusted and he had a nice life. ",There would be people with more power than others. Peoples ancestors might have changed. People would have more power than other people.,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Probably the kitchen and showed how/why they cooked in a different house. I thought that was really cool ,"GW was way more than president. He was a farmer, he was important for us to survive. Without GW we wouldn't be here. ",Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,Visited the Museum or Education Center (where the exhibits with historic objects and movies are),,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,Visited Washington's gristmill and whiskey distillery  (located offsite),Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,,Watched the introductory movie at the Orientation Center,,Ate at the food court,,,Visited the shops,,,,Took a picture of something I thought was interesting,,Science and nature,,Yes,10,UT,,Treatment (exit),Boy,,,Group included child(ren) 4-7,,,Group included child(ren) 15-17,Weekday,5/30/2022,Afternoon,LG,,No,,
1.14E+11,421179304,6/15/2022 18:33,6/15/2022 18:37,73.180.173.48,,LG012,"No, I have not visited before today [skip to Q3]",,,General,,,,,Leader,,,,,,,,,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,,All positive,"A little but good and a little bit not, maybe he liked it but he was old and he wanted to retire",Maybe like it would have fixed a few of the problems we had in the past,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,I liked all of it - the scavenger hunt liked exploring everything,I don't know [he thought for a good minute or two],Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,,,Visited the gardens and orchards,,,,Learned about George Washington’s life and family,,Learned about the enslaved and hired people who lived and worked at Mount Vernon,,,,,,,Visited the shops,,Activity cart/discovery station,,,,History and current events,,Yes,9,WV,,Treatment (exit),Boy,,,,Group included child(ren) 8-10 (other than interviewee),Group included child(ren) 11-14,,Weekday,5/30/2022,Afternoon,LG,,No,,
1.14E+11,421179304,6/7/2022 12:59,6/15/2022 16:44,24.126.13.197,,SM018,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,,,Leader,,,,,,,,,,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,"Neutral, he already did his changes to the world.",Slavery wouldn't be prohibited ,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,"Mansion tour, I just liked it",Duck at the gift shop,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",,,Saw live animals,Visited the gardens and orchards,,,,Learned about George Washington’s life and family,,,,,,Ate at the food court,,,Visited the shops,,,,,,Science and nature,,No,7,VA,Arlington,Treatment (exit),Boy,Only child in group,,,,,,Weekend day,5/22/2022,Afternoon,SM,,No,,
1.14E+11,421179304,6/7/2022 11:15,6/15/2022 16:44,24.126.13.111,,SM013,"No, I have not visited before today [skip to Q3]",,President,General,,Farmer,Slave Owner,,Leader,,Founder,,,Husband/family man,,,,,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat positive and somewhat negative,"Sad, but also good that he would return to Mt. Vernon. He had been in Philly too much.","Not 37 presidents, actually 35, # of presidents would drop.",Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,"Eating lunch, scavenger hunt, learning something in a fun way.",How GW turned a small house into a mansion ,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),,,,,,Visited the gardens and orchards,,,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,,Watched the introductory movie at the Orientation Center,,,,,,,,,Took a picture of something I thought was interesting,,History and current events,,Yes,9,NC,,Treatment (exit),Boy,Only child in group,,,,,,Weekend day,5/22/2022,Afternoon,SM,,No,,"Group had not concluded visit, but came out side for lunch. Parent & child (mostly parent) had positive things to say about the adventure map & audio tour guide."
